CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,03/22/2024 07:45:00 AM,24-905740,GRAND THEFT,10Y,5910 GENOA ST,Oakland,CA,POINT (-122.27259943 37.844128834)
STOLEN VEHICLE,05/26/2024 02:05:00 AM,24-025856,POSS STOLEN VEH/VES/ETC,19X,2200 E 12TH ST,Oakland,CA,POINT (-122.238123995 37.783816987)
,04/22/2024 11:20:00 PM,24-020216,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,20X,1815 28TH AVE,Oakland,CA,POINT (-122.226786968 37.783739999)
,06/09/2024 06:42:00 PM,24-028995,VEHICLE THEFT - AUTO,32X,10815 PACKARD ST,Oakland,CA,POINT (-122.162500034 37.73818599)
,04/04/2024 10:17:00 AM,24-905944,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,32Y,2779 FRAZIER AVE,Oakland,CA,POINT (-122.151937998 37.746613993)
GRAND THEFT,04/01/2024 06:30:00 AM,24-906685,GRAND THEFT,20X,1700 28TH AV,Oakland,CA,POINT (-122.226047014 37.782212984)
VANDALISM,05/29/2024 07:40:00 PM,24-026672,VANDALISM:DEFACE PROPERTY,30X,6922 WELD ST,Oakland,CA,POINT (-122.183523021 37.764459987)
,05/20/2024 09:01:00 PM,24-024984,VEHICLE THEFT - AUTO,06X,874 W.MACARTHUR BLVD,Oakland,CA,POINT (-122.273849008 37.828286)
,05/19/2024 07:00:00 AM,24-024860,VEHICLE THEFT - AUTO,6X,650 34TH ST,Oakland,CA,POINT (-122.270230037 37.823617993)
RECOVERED O/S STOLEN,04/16/2024 07:29:00 AM,24-018722,VEHICLE THEFT - AUTO,14X,411 MACARTHUR BLVD,Oakland,CA,POINT (-122.249984975 37.810744982)
,04/21/2024 05:46:00 AM,24-019583,ATTEMPTED BURGLARY,25X,3711 MACARTHUR BLVD (LAUNDER LAND),Oakland,CA,POINT (-122.19936004 37.791950995)
,05/06/2024 11:09:00 AM,24-022269,VEHICLE THEFT - AUTO,32X,BLENHEIM ST&SAN LEANDRO ST,Oakland,CA,POINT (-122.172766022 37.734036989)
MISDEMEANOR ASSAULT,03/28/2024 07:51:00 AM,24-015530,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,14X,699 BELLEVUE AV,Oakland,CA,POINT (-122.259308163 37.809550099)
,03/27/2024 01:26:00 PM,24-905373,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,,WHITTLE,Oakland,CA,POINT (-122.211568604 37.803563393)
,06/02/2024 08:15:00 PM,24-027360,SC UNEXPLAINED DEATH,32Y,2159 108TH AVE,Oakland,CA,POINT (-122.156690034 37.740281004)
,06/03/2024 09:00:00 PM,24-027678,BURGLARY-AUTO,03X,100 BLOCK OF GRAND AVE,Oakland,CA,POINT (-122.261919392 37.810901035)
,05/21/2024 04:18:00 PM,24-025133,VEHICLE THEFT - AUTO,18X,1900 E 19TH ST,Oakland,CA,POINT (-122.237804467 37.789855099)
,05/13/2024 01:09:00 PM,24-023617,ROBBERY-FIREARM,03X,100 BLOCK OF 10TH ST,Oakland,CA,POINT (-122.265817387 37.79884388)
,04/22/2024 12:31:00 PM,24-906920,BURGLARY-AUTO,33X,8999 INTERNATIONAL BOULEVARD,Oakland,CA,POINT (-122.17506501 37.749820993)
MISDEMEANOR ASSAULT,04/09/2024 02:51:00 AM,24-017321,ILLEGALLY POSSESS ANY ASSUALT WEAPON,18Y,2221 17TH AV,Oakland,CA,POINT (-122.23747599 37.794016003)
WEAPONS,05/30/2024 05:38:00 PM,24-026837,CARRY CONCEALED WEAPON IN VEHICLE,19X,1200 LAKESHORE AV,Oakland,CA,POINT (-122.25825104 37.798705007)
MISDEMEANOR ASSAULT,04/15/2024 05:00:00 AM,24-018405,BATTERY,15X,479 MERRITT AV,Oakland,CA,POINT (-122.248909996 37.806813995)
,03/24/2024 06:30:00 PM,24-905580,BATTERY AGAINST POLICE OFFICER,04X,1519 BROADWAY BROADWAY,Oakland,CA,POINT (-122.270480969 37.805613297)
,03/24/2024 11:20:00 AM,24-906233,VANDALISM,04X,2204 BROADWAY,Oakland,CA,POINT (-122.266445021 37.811124012)
,05/02/2024 11:20:00 AM,24-021574,THREAT CRIME:INT:TERRORIZE,02Y,926 CENTER ST,Oakland,CA,POINT (-122.293778994 37.807662998)
,06/03/2024 10:20:00 AM,24-027579,VEHICLE THEFT - AUTO,22X,3535 LINCOLN AVE.,Oakland,CA,POINT (-122.213679013 37.800634018)
,06/02/2024 04:00:00 PM,24-027852,VEHICLE THEFT - AUTO,02Y,1100 PERALTA ST,Oakland,CA,POINT (-122.295369862 37.809465349)
FORGERY & COUNTERFEITING,03/31/2024 08:30:00 AM,24-015991,FORGERY-FELONY,07X,885 27TH ST,Oakland,CA,POINT (-122.276966992 37.817400004)
,06/05/2024 07:00:00 PM,24-027891,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,21X,2128 FRUITVALE AV,Oakland,CA,POINT (-122.221979025 37.784787988)
WEAPONS,05/31/2024 12:33:00 PM,24-026980,POSS STOLEN VEH/VES/ETC,26X,1286 64TH AV,Oakland,CA,POINT (-122.198388997 37.761354995)
,05/28/2024 10:24:00 AM,24-026281,DUI ALCOHOL/DRUGS,23X,1000 BLK OF 35TH AVE,Oakland,CA,POINT (-122.223629482 37.774716839)
STOLEN VEHICLE,04/14/2024 06:00:00 PM,24-018511,VEHICLE THEFT - AUTO,30X,2400 RITCHIE ST,Oakland,CA,POINT (-122.173624999 37.761345984)
,05/09/2024 12:45:00 PM,24-908100,GRAND THEFT,31X,8455 PARDEE DRIVE,Oakland,CA,POINT (-122.204730996 37.73116799)
,05/25/2024 03:00:00 PM,24-025968,ATTEMPT VEHICLE THEFT-AUTO,34X,2058 86TH AVE.,Oakland,CA,POINT (-122.168483037 37.756558996)
,05/11/2024 08:15:00 PM,24-023293,SC UNEXPLAINED DEATH,12Y,363 CLIFTON ST,Oakland,CA,POINT (-122.253631019 37.838082015)
,04/27/2024 01:18:00 AM,24-020675,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,10Y,966 40TH ST,Oakland,CA,POINT (-122.275701995 37.831179014)
,06/02/2024 11:08:00 PM,24-027373,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,05X,1500 MARKET ST,Oakland,CA,POINT (-122.280196958 37.808867017)
,04/10/2024 06:48:00 PM,24-017712,FIGHT/CHALLENGE IN PUBLIC PLACE,32Y,2431 106TH AV,Oakland,CA,POINT (-122.153018006 37.743037016)
,04/22/2024 12:30:00 AM,24-907038,BURGLARY-AUTO,07X,2731 CHESTNUT ST,Oakland,CA,POINT (-122.281317239 37.819827252)
,05/23/2024 10:50:00 PM,24-908016,BURGLARY-AUTO,,4226 PIEDMONT AVE.,Oakland,CA,POINT (-122.249978018 37.827942007)
DOMESTIC VIOLENCE,03/16/2024 11:06:00 PM,24-013409,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,6635 BANCROFT AV,Oakland,CA,POINT (-122.182456005 37.769477981)
,03/30/2024 09:45:00 PM,24-906655,THEFT,31X,7000 COLISEUM WAY,Oakland,CA,POINT (-122.201306989 37.751257987)
,05/24/2024 01:10:00 AM,24-025541,VEHICLE THEFT - AUTO,33X,9725 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.171138004 37.744370996)
DOMESTIC VIOLENCE,03/28/2024 10:15:00 PM,24-015669,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,6565 SHATTUCK AV,Oakland,CA,POINT (-122.266042205 37.85126015)
STOLEN VEHICLE,05/19/2024 05:00:00 PM,24-025004,VEHICLE THEFT - AUTO,29X,6015 BUENA VENTURA AV,Oakland,CA,POINT (-122.178779031 37.778856995)
,06/05/2024 05:14:00 AM,24-027761,MALICIOUSLY DESTROY OTHER'S PROPERTY,32Y,10833 MACARTHUR BLVD,Oakland,CA,POINT (-122.150239992 37.741419979)
,03/16/2024 12:00:00 AM,24-905284,BURGLARY-AUTO,17X,721 E 19TH ST,Oakland,CA,POINT (-122.247420029 37.797096017)
,03/15/2024 02:05:00 PM,24-905901,MAIL/ETC THEFT/ETC,13Z,6030 WOOD DRIVE,Oakland,CA,POINT (-122.218095019 37.827284992)
ROBBERY,03/23/2024 02:24:00 PM,24-014626,ATTEMPTED ROBBERY-FIREARM,03Y,1131 CLAY ST,Oakland,CA,POINT (-122.274713868 37.803648128)
,05/23/2024 09:54:00 PM,24-025521,MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP,05Y,1755 16TH ST,Oakland,CA,POINT (-122.29704098 37.814586995)
,04/02/2024 10:05:00 AM,24-907545,BURGLARY-NO FORCE,12X,360 45TH ST,Oakland,CA,POINT (-122.256473993 37.833834988)
DOMESTIC VIOLENCE,03/26/2024 09:45:00 PM,24-015616,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,475 MERRITT AV,Oakland,CA,POINT (-122.248990965 37.806624019)
,06/10/2024 03:04:00 AM,24-028611,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,27Y,6118 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.197434968 37.76446598)
,03/22/2024 04:05:00 PM,24-905764,GRAND THEFT,04X,1553 ALICE ST,Oakland,CA,POINT (-122.265253031 37.804803009)
BURG - AUTO,04/18/2024 06:00:00 PM,24-019342,VANDALISM,31Y,9812 BIGGE AV,Oakland,CA,POINT (-122.192053781 37.728636773)
STOLEN VEHICLE,05/20/2024 03:19:00 AM,24-024819,VEHICLE THEFT - AUTO,26X,COLISEUM WY & KEVIN CT,Oakland,CA,POINT (-122.208046039 37.757820011)
ROBBERY,04/10/2024 12:31:00 PM,24-017659,ROBBERY-FIREARM,03X,808 FRANKLIN ST,Oakland,CA,POINT (-122.272209005 37.799788996)
,03/30/2024 08:05:00 AM,24-905999,GRAND THEFT,04X,1889 HARRISON ST,Oakland,CA,POINT (-122.266235977 37.806295994)
,06/11/2024 12:37:00 AM,24-028929,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26X,5200 SAN LEANDRO ST,Oakland,CA,POINT (-122.210378543 37.765037764)
,05/01/2024 07:49:00 AM,24-021370,BATTERY,30Y,2763 RITCHIE ST,Oakland,CA,POINT (-122.167505036 37.764455)
,05/15/2024 08:00:00 PM,24-908082,VANDALISM,12X,4015 BROADWAY,Oakland,CA,POINT (-122.256764007 37.827999004)
,04/12/2024 06:10:00 PM,24-018051,VANDALISM-$400+,30X,1445 76TH AVE,Oakland,CA,POINT (-122.184225005 37.759053995)
STOLEN VEHICLE,05/07/2024 08:30:00 PM,24-022779,VEHICLE THEFT - AUTO,17Y,1298 E 34TH ST,Oakland,CA,POINT (-122.232303015 37.801859997)
STOLEN VEHICLE,05/31/2024 12:00:00 AM,24-026960,VEHICLE THEFT - AUTO,30Y,7609 CIRCLE HILL DR,Oakland,CA,POINT (-122.161118026 37.77302998)
GRAND THEFT,04/01/2024 05:40:00 PM,24-016207,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,09X,4220 BROADWAY,Oakland,CA,POINT (-122.254652019 37.830138988)
THREATS,04/09/2024 12:00:00 PM,24-017960,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,27Y,5947 HILTON ST,Oakland,CA,POINT (-122.192890971 37.768499017)
,04/28/2024 12:27:00 PM,24-020881,ROBBERY-OTHER DANGEROUS WEAPON,14Y,3339 LAKESHORE AV,Oakland,CA,POINT (-122.243608023 37.811207998)
,03/24/2024 01:30:00 AM,24-906267,VANDALISM,14X,500 GRAND AVE,Oakland,CA,POINT (-122.25135902 37.808888013)
,04/29/2024 08:25:00 AM,24-907943,VANDALISM,04X,1811 HARRISON ST,Oakland,CA,POINT (-122.266089042 37.805797019)
,05/19/2024 02:50:00 PM,24-024746,VEHICLE THEFT - AUTO,19X,1538 20TH AV,Oakland,CA,POINT (-122.238502019 37.787136011)
STOLEN AND RECOVERED VEHICLE,03/23/2024 09:30:00 AM,24-905319,ATTEMPT VEHICLE THEFT-AUTO,04X,1425 LAKESIDE DR,Oakland,CA,POINT (-122.262958988 37.801682007)
ROBBERY,04/16/2024 08:00:00 PM,24-018832,CARJACKING - STRONGARM,20X,2342 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.235143415 37.783021044)
DOMESTIC VIOLENCE,03/16/2024 05:50:00 PM,24-013385,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,5847 TRASK ST,Oakland,CA,POINT (-122.193041007 37.770045017)
THREATS,05/15/2024 03:00:00 PM,24-024327,THREAT CRIME:INT:TERRORIZE,32X,9833 WALNUT ST,Oakland,CA,POINT (-122.168225042 37.744730999)
,04/13/2024 05:21:00 PM,24-018182,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,26Y,6107 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.19803 37.764134015)
,04/25/2024 09:00:00 PM,24-907145,BURGLARY-AUTO,,CLAY ST,Oakland,CA,POINT (-122.273336417 37.805686858)
,05/20/2024 02:12:00 PM,24-024925,VIOLATION OF PROBATION-MISD,20X,3010 9TH ST,Oakland,CA,POINT (-122.231027325 37.774545873)
THREATS,03/27/2024 06:23:00 AM,24-017800,THREAT CRIME:INT:TERRORIZE,04X,1850 ALICE ST,Oakland,CA,POINT (-122.263961966 37.805243017)
,05/09/2024 07:45:00 AM,24-025323,EXHIBIT FIREARM,16Y,PARK BLVD & LEIMERT BLVD,Oakland,CA,POINT (-122.214813504 37.812733295)
BURG - AUTO,03/21/2024 09:49:00 PM,24-014843,BURGLARY-AUTO,18Y,2243 E 23RD ST,Oakland,CA,POINT (-122.230728055 37.790518342)
DUI,03/16/2024 04:36:00 AM,24-013307,DUI ALCOHOL/DRUGS,08X,518 27TH ST,Oakland,CA,POINT (-122.26834776 37.816371501)
STOLEN VEHICLE,03/18/2024 09:24:00 AM,24-013599,VEHICLE THEFT - AUTO,31Y,9569 EDES AV,Oakland,CA,POINT (-122.186638993 37.73643501)
,05/22/2024 03:05:00 PM,24-908298,THEFT BY USE OF ACCESS CARD,34X,9400 INTERNATIONAL BOULEVARD,Oakland,CA,POINT (-122.172187 37.747167995)
,05/14/2024 07:55:00 PM,24-907506,BURGLARY-AUTO,14X,300 GRAND AVE,Oakland,CA,POINT (-122.256804994 37.809327016)
ROBBERY,03/19/2024 08:45:00 AM,24-010863,CARJACKING WITH FIREARM,26X,E 12TH ST&46TH AV,Oakland,CA,POINT (-122.213400985 37.76993601)
ROBBERY,04/25/2024 07:49:00 PM,24-020423,ROBBERY-FIREARM,32Y,2624 108TH AVE,Oakland,CA,POINT (-122.149691983 37.741875997)
,05/22/2024 04:46:00 PM,24-025326,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,10521 BYRON AV,Oakland,CA,POINT (-122.15398796 37.742826002)
,05/14/2024 01:39:00 AM,24-023711,ARSON:INHABITED STRUCTURE/PROPERTY,20X,1811 27TH AV,Oakland,CA,POINT (-122.22842102 37.784316003)
,05/28/2024 05:00:00 PM,24-026366,TRESPASS:OCCUPY PROPERTY W/O CONSENT,30Y,7820 BANCROFT AV,Oakland,CA,POINT (-122.173406541 37.763154885)
STOLEN AND RECOVERED VEHICLE,05/31/2024 02:16:00 AM,24-026928,VEHICLE THEFT - AUTO,17Y,1426 E 33RD ST,Oakland,CA,POINT (-122.230196978 37.800800986)
STOLEN VEHICLE,03/21/2024 06:20:00 PM,24-014436,VEHICLE THEFT - AUTO,14X,251 PERKINS ST,Oakland,CA,POINT (-122.255589032 37.814327994)
PETTY THEFT,05/19/2024 02:00:00 AM,24-025807,THEFT,27Y,2527 62ND AV,Oakland,CA,POINT (-122.189247022 37.769525004)
,04/23/2024 02:00:00 AM,24-906968,BURGLARY-AUTO,17Y,1025 E 24TH ST,Oakland,CA,POINT (-122.240173035 37.798129002)
STOLEN VEHICLE,03/16/2024 09:48:00 AM,24-013326,VEHICLE THEFT - AUTO,23X,4200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.215050963 37.773355994)
STOLEN AND RECOVERED VEHICLE,04/19/2024 04:30:00 AM,24-019277,VEHICLE THEFT - AUTO,28X,2600 RAWSON ST,Oakland,CA,POINT (-122.197637978 37.776606999)
,05/03/2024 09:11:00 AM,24-021717,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,10Y,908 43RD ST,Oakland,CA,POINT (-122.273371459 37.833128503)
,05/01/2024 05:00:00 AM,24-021354,BURGLARY-FORCIBLE ENTRY,08X,3356 PIEDMONT AV,Oakland,CA,POINT (-122.259896995 37.821122994)
,04/08/2024 10:30:00 AM,24-907250,BURGLARY-NO FORCE,17Y,823 E 21ST ST,Oakland,CA,POINT (-122.244592981 37.797618)
,04/29/2024 08:40:00 PM,24-021139,THEFT,12Y,6310 COLLEGE AV,Oakland,CA,POINT (-122.251997973 37.850735)
WEAPONS,03/14/2024 03:58:00 PM,24-013029,RECEIVE/ETC KNOWN STOLEN PROPERTY,32Y,1901 103RD AV,Oakland,CA,POINT (-122.162331977 37.742436997)
,05/16/2024 03:32:00 AM,24-024070,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17X,1125 18TH ST,Oakland,CA,POINT (-122.284813042 37.812213344)
,03/16/2024 07:15:00 PM,24-905159,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,POINT (-122.271995939 37.798134441)
STOLEN VEHICLE,03/16/2024 03:00:00 AM,24-013506,VEHICLE THEFT - AUTO,22Y,3420 QUIGLEY LN,Oakland,CA,POINT (-122.202006039 37.793254004)
,05/08/2024 09:00:00 PM,24-027807,VEHICLE THEFT - AUTO,10Y,5200 ADELINE ST,Oakland,CA,POINT (-122.275506026 37.83676702)
,04/29/2024 09:35:00 PM,24-907971,VANDALISM,12X,4801 SHATTUCK AVE,Oakland,CA,POINT (-122.264078978 37.835370008)
ROBBERY,04/15/2024 05:52:00 PM,24-018532,ROBBERY-FIREARM,27Y,5717 HARMON AV,Oakland,CA,POINT (-122.196335011 37.769225979)
MISDEMEANOR ASSAULT,04/16/2024 06:00:00 AM,24-018709,BATTERY,06X,674 23RD ST,Oakland,CA,POINT (-122.273310973 37.813936015)
,04/18/2024 12:00:00 PM,24-019801,VEHICLE THEFT - AUTO,32Y,9837 MACARTHUR BLVD,Oakland,CA,POINT (-122.158310212 37.748949811)
,03/26/2024 09:30:00 PM,24-906360,THEFT BY USE OF ACCESS CARD,06X,916 APGAR ST,Oakland,CA,POINT (-122.274891968 37.829313999)
VANDALISM,04/15/2024 06:00:00 PM,24-018541,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,19X,22ND AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.23785217 37.78460388)
,05/08/2024 01:25:00 AM,24-022607,VEHICLE THEFT - AUTO,19X,MUNSON WAY AND MARIN WAY,Oakland,CA,POINT (-122.236638974 37.784481001)
BURG - COMMERCIAL,03/15/2024 04:59:00 AM,24-013110,BURGLARY-FORCIBLE ENTRY,25X,3711 MACARTHUR BLVD,Oakland,CA,POINT (-122.19936004 37.791950995)
,04/03/2024 08:25:00 AM,24-907073,THEFT,10Y,861 55TH ST,Oakland,CA,POINT (-122.272183021 37.839239011)
,04/24/2024 03:55:00 PM,24-908351,THEFT,09X,210 40TH ST WAY,Oakland,CA,POINT (-122.254925017 37.827225019)
NARCOTICS,03/18/2024 06:53:00 PM,24-013709,FALSE IMPRISONMENT,26Y,5400 SAN LEANDRO ST,Oakland,CA,POINT (-122.209510579 37.764307699)
,05/14/2024 08:49:00 AM,24-023764,VEHICLE THEFT - AUTO,35Y,8750 MOUNTAIN BLVD.,Oakland,CA,POINT (-122.150443002 37.767053013)
,04/21/2024 09:00:00 PM,24-019831,VEHICLE THEFT - AUTO,02X,725 MARKET ST,Oakland,CA,POINT (-122.283211007 37.803323016)
,05/07/2024 09:55:00 AM,24-022474,DISTURB THE PEACE,19X,2017 FOOTHILL BLVD,Oakland,CA,POINT (-122.238265215 37.787339355)
STOLEN VEHICLE,03/22/2024 12:58:00 PM,24-014470,RECEIVE/ETC KNOWN STOLEN PROPERTY,26X,800 54TH AV,Oakland,CA,POINT (-122.210182957 37.763764402)
,05/27/2024 07:15:00 PM,24-908453,VANDALISM,,SNELL ST,Oakland,CA,POINT (-122.197943272 37.755271322)
STOLEN VEHICLE,03/17/2024 07:35:00 PM,24-013579,VEHICLE THEFT - AUTO,35Y,79 SHADOW MOUNTAIN ST,Oakland,CA,POINT (-122.127534003 37.764775021)
,04/28/2024 09:09:00 PM,24-020951,DISTURB THE PEACE,24X,3817 BROOKDALE AV,Oakland,CA,POINT (-122.207201981 37.784944981)
,04/23/2024 12:00:00 PM,24-019984,CARRY CONCEALED WEAPON ON PERSON,03X,1150 CLAY ST,Oakland,CA,POINT (-122.27428998 37.803451008)
MISDEMEANOR ASSAULT,04/16/2024 07:00:00 PM,24-018845,BATTERY,22Y,2939 GEORGIA ST,Oakland,CA,POINT (-122.206927977 37.796914004)
STOLEN VEHICLE,04/09/2024 06:00:00 PM,24-017640,VEHICLE THEFT - AUTO,26X,4711 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21096797 37.770241992)
MISDEMEANOR ASSAULT,05/24/2024 09:26:00 PM,24-025691,DISTURB THE PEACE,20X,824 29TH AV,Oakland,CA,POINT (-122.231680994 37.775779999)
,06/10/2024 11:00:00 AM,24-028968,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,29X,5721 FLEMING AV,Oakland,CA,POINT (-122.190955003 37.773411985)
,04/30/2024 06:30:00 PM,24-908574,BURGLARY-AUTO,04X,510 17TH ST,Oakland,CA,POINT (-122.270834037 37.807164987)
,04/08/2024 12:22:00 AM,24-018306,VANDALIZE PLACE OF WORSHIP,31Y,8475 EDES AV,Oakland,CA,POINT (-122.194553019 37.739629982)
,04/04/2024 07:50:00 PM,24-906790,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,10Y,841 47TH ST,Oakland,CA,POINT (-122.270838174 37.83551476)
STOLEN VEHICLE,04/02/2024 08:45:00 PM,24-016470,VEHICLE THEFT - AUTO,19X,1114 4TH AV,Oakland,CA,POINT (-122.256210969 37.795164994)
,05/19/2024 05:00:00 PM,24-024801,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,14X,551 EL EMBARCADERO,Oakland,CA,POINT (-122.249202849 37.808891174)
POSSESSION - STOLEN PROPERTY,06/01/2024 11:36:00 PM,24-027212,POSS STOLEN VEH/VES/ETC,31Z,105TH AV & SAN LEANDRO ST,Oakland,CA,POINT (-122.174993512 37.73535408)
,05/21/2024 05:00:00 PM,24-025227,VEHICLE THEFT - AUTO,15X,1429 9TH AV,Oakland,CA,POINT (-122.250198965 37.793342014)
,04/13/2024 02:04:00 PM,24-018309,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,23X,1409 35TH AV,Oakland,CA,POINT (-122.222873961 37.776516014)
,04/29/2024 01:00:00 PM,24-021077,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,32X,1156 98TH AV,Oakland,CA,POINT (-122.174639235 37.742342897)
,04/26/2024 06:00:00 PM,24-020748,VEHICLE THEFT - AUTO,22X,3600 DIMOND AV,Oakland,CA,POINT (-122.216482005 37.802149005)
,05/04/2024 02:00:00 PM,24-021935,CARRY CONCEALED WEAPON IN VEHICLE,23X,3820 SAN LEANDRO ST,Oakland,CA,POINT (-122.220770019 37.772553008)
,05/29/2024 02:46:00 AM,24-026417,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,27Y,5633 17TH ST,Oakland,CA,POINT (-122.199578975 37.767754997)
MISDEMEANOR ASSAULT,05/10/2024 08:21:00 PM,24-023126,BATTERY,20X,2719 FOOTHILL BLVD,Oakland,CA,POINT (-122.227395997 37.784095014)
,04/25/2024 01:59:00 PM,24-020391,TRESPASS:OCCUPY PROPERTY W/O CONSENT,07X,909 24TH ST,Oakland,CA,POINT (-122.278401973 37.815983305)
,05/10/2024 03:15:00 PM,24-907655,BURGLARY-AUTO,04X,400 21ST ST,Oakland,CA,POINT (-122.266904014 37.810084991)
FELONY ASSAULT,06/01/2024 05:30:00 PM,24-027180,ASSAULT WITH FIREARM ON PERSON,05X,1500 MANDELA PKWY,Oakland,CA,POINT (-122.290857817 37.811834865)
WEAPONS,05/12/2024 08:56:00 PM,24-023450,CARRY CONCEALED WEAPON IN VEHICLE,31Y,8452 EDES AV,Oakland,CA,POINT (-122.19416502 37.741010984)
PETTY THEFT,03/18/2024 06:32:00 PM,24-014071,THEFT,24Y,3324 OCTAVIA ST,Oakland,CA,POINT (-122.203019998 37.790892989)
,05/09/2024 10:22:00 AM,24-022869,POSSESS/BUY/ETC FIREARM W/O IDENTIFICATION MARK,27X,4604 BOND ST,Oakland,CA,POINT (-122.209767011 37.772957016)
,04/24/2024 04:13:00 AM,24-020105,BURGLARY-FORCIBLE ENTRY,08X,3356 PIEDMONT AVE,Oakland,CA,POINT (-122.259896995 37.821122994)
,04/22/2024 10:30:00 AM,24-020459,MALICIOUSLY DESTROY OTHER'S PROPERTY,02X,1055 8TH STREET,Oakland,CA,POINT (-122.284163023 37.803533989)
,05/10/2024 01:00:00 AM,24-907658,GRAND THEFT,02Y,518 LEWIS ST,Oakland,CA,POINT (-122.298242903 37.805376403)
,03/28/2024 08:30:00 AM,24-906422,VANDALISM,02X,533 KIRKHAM ST,Oakland,CA,POINT (-122.293439024 37.804393008)
RECOVERED O/S STOLEN,04/06/2024 08:24:00 AM,24-016900,VEHICLE THEFT - AUTO,08X,29TH ST & FAIRMOUNT AV,Oakland,CA,POINT (-122.260275019 37.817081994)
,05/27/2024 01:15:00 PM,24-026127,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,03X,400 12TH ST,Oakland,CA,POINT (-122.255264987 37.795824985)
BURG - AUTO,05/06/2024 07:40:00 PM,24-022360,BURGLARY-AUTO,04X,1442 FRANKLIN ST,Oakland,CA,POINT (-122.269109042 37.804524017)
NARCOTICS,05/13/2024 02:40:00 PM,24-023624,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,30X,1900 73RD AV,Oakland,CA,POINT (-122.182520272 37.762050881)
,05/16/2024 07:39:00 PM,24-907803,BURGLARY-AUTO,12X,4346 WEBSTER ST,Oakland,CA,POINT (-122.259741007 37.832469995)
PETTY THEFT,03/16/2024 01:52:00 PM,24-013359,SHOPLIFT,13Z,2096 MOUNTAIN BLVD,Oakland,CA,POINT (-122.209537993 37.825344679)
,06/08/2024 06:22:00 PM,24-028395,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,28X,6235 SEMINARY AVE,Oakland,CA,POINT (-122.174141995 37.780114993)
FELONY ASSAULT,03/18/2024 10:11:00 PM,24-013737,ASSAULT WITH FIREARM ON PERSON,21X,26TH AV & E 25TH ST,Oakland,CA,POINT (-122.22407668 37.789936907)
ROBBERY,04/16/2024 04:40:00 PM,24-018815,STEAL FROM DEPENDENT/ELDER ADULT (OVER $400),30X,6928 FRESNO ST,Oakland,CA,POINT (-122.180866041 37.766083017)
,05/18/2024 11:12:00 AM,24-024558,ROBBERY-OTHER DANGEROUS WEAPON,03Y,1333 BROADWAY,Oakland,CA,POINT (-122.271939024 37.804164015)
,04/24/2024 08:30:00 PM,24-906985,BURGLARY-AUTO,,1501 37 AVE,Oakland,CA,POINT (-122.220629036 37.776624014)
,05/06/2024 07:00:00 PM,24-907266,BURGLARY-AUTO,,TELEGRAPH AVE,Oakland,CA,POINT (-122.261462977 37.843326577)
